TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Kategori_Transaksi,Kategori_Umur,bin_Kategori_Transaksi,bin_Kategori_Umur,Target
162.65,858,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,296,sedang,lansia,1,1,3
10.519999999999982,1312,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,282,kecil,lansia,0,1,2
270.72,587,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,346,sedang,dewasa,1,0,1
247.58,977,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.7399999999998,55,sedang,dewasa,1,0,3
359.65,88,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.52999999999975,161,tinggi,muda,2,2,1
109.91,780,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,273,kecil,dewasa,0,0,3
215.72,1895,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,330,sedang,dewasa,1,0,0
490.76,2485,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,201,tinggi,lansia,2,1,0
224.28,309,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,268,sedang,lansia,1,1,1
608.79,2069,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,354,tinggi,lansia,2,1,0
840.16,542,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.7600000000002,348,tinggi,muda,2,2,1
203.34,2403,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,200,sedang,lansia,1,1,0
90.88,2178,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,266,kecil,dewasa,0,0,0
60.110000000000014,2240,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,106,kecil,lansia,0,1,0
393.92,889,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,343,tinggi,lansia,2,1,3
19.389999999999986,2156,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,300,kecil,dewasa,0,0,0
557.41,697,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,211,tinggi,lansia,2,1,3
57.06999999999999,1563,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,311,kecil,dewasa,0,0,2
395.27,1426,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,118,tinggi,muda,2,2,2
289.05,1060,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,334,sedang,lansia,1,1,3
46.110000000000014,583,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,260,kecil,dewasa,0,0,1
335.5,1481,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,359,tinggi,lansia,2,1,2
388.07,1650,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71000000000004,253,tinggi,muda,2,2,2
520.86,541,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,144,tinggi,lansia,2,1,1
787.4100000000001,1112,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.8699999999999,21,tinggi,muda,2,2,3
31.69999999999999,996,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999996,99,kecil,lansia,0,1,3
22.30000000000001,784,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.3500000000004,354,kecil,muda,0,2,3
203.12,125,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.3900000000003,172,sedang,lansia,1,1,1
315.94,403,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,345,sedang,lansia,1,1,1
192.23,2458,Debit,Albuquerque,Online,54.0,Engineer,39.0,1.0,2610.67,18,sedang,lansia,1,1,0
905.2875,1095,Debit,Oklahoma City,Online,66.0,Retired,51.0,1.0,2060.02,168,tinggi,lansia,2,1,3
0.2599999999999909,2199,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,82,kecil,muda,0,2,0
210.77,990,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,297,sedang,lansia,1,1,3
406.65,2099,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,277,tinggi,lansia,2,1,0
422.9,391,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,268,tinggi,dewasa,2,0,1
20.620000000000005,1139,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,146,kecil,dewasa,0,0,3
174.39,49,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,277,sedang,muda,1,2,1
7.860000000000014,1926,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,88,kecil,lansia,0,1,0
54.849999999999994,1645,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,193,kecil,lansia,0,1,2
204.7,1765,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,1.0,5117.03,243,sedang,lansia,1,1,2
16.55000000000001,1687,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,108,kecil,dewasa,0,0,2
91.32,2111,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,119,kecil,lansia,0,1,0
49.620000000000005,2319,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,60,kecil,lansia,0,1,0
487.16,1,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21000000000004,358,tinggi,dewasa,2,0,1
405.6,1447,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,181,tinggi,dewasa,2,0,2
512.95,1933,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,222,tinggi,lansia,2,1,0
345.94,1878,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,316,tinggi,dewasa,2,0,2
356.56,1877,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,333,tinggi,lansia,2,1,2
10.310000000000002,90,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,290,kecil,dewasa,0,0,1
211.69,1974,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,87,sedang,dewasa,1,0,0
221.49,1707,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,326,sedang,muda,1,2,2
278.23,814,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,203,sedang,lansia,1,1,3
116.88,1852,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,219,kecil,dewasa,0,0,2
328.77,636,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,214,sedang,dewasa,1,0,3
77.53,1350,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,49,kecil,lansia,0,1,2
421.74,1129,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,235,tinggi,lansia,2,1,3
313.69,484,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,240,sedang,lansia,1,1,1
411.72,1131,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,319,tinggi,dewasa,2,0,3
508.73,1283,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,164,tinggi,lansia,2,1,2
153.08,2234,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,186,sedang,muda,1,2,0
23.00999999999999,1061,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,171,kecil,lansia,0,1,3
69.28000000000003,2027,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999998,277,kecil,muda,0,2,0
51.25,1597,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,328,kecil,dewasa,0,0,2
407.65,1432,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.77999999999975,134,tinggi,muda,2,2,2
459.25,943,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76000000000022,323,tinggi,muda,2,2,3
301.56,260,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,240,sedang,lansia,1,1,1
17.670000000000016,1182,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.1800000000007,271,kecil,lansia,0,1,3
5.2900000000000205,511,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,280,kecil,dewasa,0,0,1
401.37,1726,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,317,tinggi,dewasa,2,0,2
145.4,1232,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,209,sedang,dewasa,1,0,3
556.34,1966,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,49,tinggi,dewasa,2,0,0
34.31,774,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.7600000000002,302,kecil,muda,0,2,3
780.5899999999999,1188,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,38,tinggi,muda,2,2,3
282.65,475,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,148,sedang,dewasa,1,0,1
305.27,1809,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,188,sedang,lansia,1,1,2
185.81,1751,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,232,sedang,dewasa,1,0,2
66.00999999999999,1863,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,42,kecil,lansia,0,1,2
447.95,80,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,177,tinggi,dewasa,2,0,1
279.3,1148,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.6099999999992,57,sedang,muda,1,2,3
611.1500000000001,1475,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,180,tinggi,dewasa,2,0,2
275.2,1560,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,207,sedang,lansia,1,1,2
427.79,354,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,151,tinggi,muda,2,2,1
469.13,2485,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.2799999999997,67,tinggi,lansia,2,1,0
102.81000000000003,2287,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,104,kecil,lansia,0,1,0
22.610000000000014,2411,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.6700000000005,24,kecil,muda,0,2,0
68.28,1051,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,121,kecil,lansia,0,1,3
33.64999999999998,1737,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,61,kecil,lansia,0,1,2
362.68,108,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,7,tinggi,lansia,2,1,1
73.23000000000002,1152,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,358,kecil,muda,0,2,3
654.49,2172,Credit,Austin,Online,25.0,Student,104.0,1.0,164.60999999999967,136,tinggi,muda,2,2,0
18.560000000000002,748,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,77,kecil,lansia,0,1,3
389.05,45,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,304,tinggi,dewasa,2,0,1
66.91,196,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1000000000004,236,kecil,dewasa,0,0,1
335.48,432,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,22,tinggi,dewasa,2,0,1
38.139999999999986,2460,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,216,kecil,muda,0,2,0
905.2875,2405,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,190,tinggi,lansia,2,1,0
360.02,258,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,150,tinggi,lansia,2,1,1
567.71,243,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,256,tinggi,lansia,2,1,1
218.19,942,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.8299999999999,244,sedang,muda,1,2,3
209.99,1667,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,315,sedang,muda,1,2,2
11.019999999999982,2120,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,33,kecil,muda,0,2,0
83.43,981,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.1599999999999,316,kecil,lansia,0,1,3
344.97,549,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,196,tinggi,dewasa,2,0,1
172.29,190,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,139,sedang,dewasa,1,0,1
195.54,1286,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,158,sedang,lansia,1,1,2
101.23000000000002,1416,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,19,kecil,dewasa,0,0,2
180.46,498,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,299,sedang,muda,1,2,1
692.55,466,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,353,tinggi,lansia,2,1,1
147.31,1071,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,95,sedang,dewasa,1,0,3
107.48000000000002,247,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.3900000000003,343,kecil,muda,0,2,1
905.2875,1719,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,268,tinggi,lansia,2,1,2
81.50999999999999,1455,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999998,52,kecil,muda,0,2,2
365.48,937,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,254,tinggi,lansia,2,1,3
491.1,1007,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,69,tinggi,dewasa,2,0,3
452.8,2209,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,71,tinggi,lansia,2,1,0
645.04,2416,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,66,tinggi,lansia,2,1,0
169.28,591,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,330,sedang,dewasa,1,0,1
88.42000000000002,1956,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,172,kecil,lansia,0,1,0
155.53,571,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,133,sedang,dewasa,1,0,1
905.2875,2284,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,228,tinggi,dewasa,2,0,0
39.24000000000001,2138,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,294,kecil,lansia,0,1,0
152.01,369,Debit,Fort Worth,ATM,42.0,Engineer,111.0,1.0,4625.12,290,sedang,dewasa,1,0,1
78.76999999999998,839,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,18,kecil,lansia,0,1,3
26.5,249,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,61,kecil,lansia,0,1,1
83.62,1146,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,342,kecil,lansia,0,1,3
142.78,840,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,358,sedang,lansia,1,1,3
55.99000000000001,2117,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.6099999999997,57,kecil,dewasa,0,0,0
774.48,450,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,130,tinggi,lansia,2,1,1
105.37000000000003,859,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.5500000000002,201,kecil,muda,0,2,3
118.82999999999998,1157,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3000000000002,125,kecil,dewasa,0,0,3
46.22000000000003,2121,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.27999999999975,156,kecil,muda,0,2,0
659.71,816,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.85999999999967,189,tinggi,muda,2,2,3
377.97,2158,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,280,tinggi,lansia,2,1,0
114.1,934,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,295,kecil,lansia,0,1,3
11.300000000000011,2272,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.9899999999998,182,kecil,lansia,0,1,0
95.5,917,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,116,kecil,lansia,0,1,3
130.93,250,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,294,sedang,dewasa,1,0,1
272.97,717,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,274,sedang,lansia,1,1,3
73.35,500,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.8400000000001,214,kecil,muda,0,2,1
29.939999999999998,1911,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,337,kecil,lansia,0,1,0
307.24,2058,Debit,San Jose,ATM,19.0,Student,136.0,1.0,1670.7200000000003,207,sedang,muda,1,2,0
50.52000000000001,1921,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.1900000000005,360,kecil,muda,0,2,0
820.46,624,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,240,tinggi,lansia,2,1,3
153.07,638,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,342,sedang,lansia,1,1,3
52.93999999999997,1074,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,284,kecil,dewasa,0,0,3
384.41,710,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,230,tinggi,lansia,2,1,3
235.42,1263,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,282,sedang,lansia,1,1,2
114.23000000000002,1038,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,12,kecil,lansia,0,1,3
12.620000000000005,819,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,160,kecil,dewasa,0,0,3
905.2875,2420,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.0900000000001,60,tinggi,muda,2,2,0
373.52,1781,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,292,tinggi,dewasa,2,0,2
336.05,750,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.0500000000002,349,tinggi,dewasa,2,0,3
366.93,2352,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,309,tinggi,lansia,2,1,0
112.27000000000001,1970,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,299,kecil,lansia,0,1,0
494.96,612,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,131,tinggi,dewasa,2,0,1
561.58,1154,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,9,tinggi,lansia,2,1,3
440.94,1708,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,298,tinggi,dewasa,2,0,2
71.9,333,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,343,kecil,dewasa,0,0,1
256.66,1292,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,32,sedang,lansia,1,1,2
166.55,1280,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,193,sedang,lansia,1,1,2
276.26,286,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89000000000033,323,sedang,lansia,1,1,1
35.45999999999998,1301,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,229,kecil,lansia,0,1,2
38.139999999999986,655,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,53,kecil,lansia,0,1,3
506.26,2388,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,329,tinggi,lansia,2,1,0
736.32,685,Debit,Indianapolis,Online,31.0,Doctor,27.999999999999986,1.0,14268.95,240,tinggi,dewasa,2,0,3
389.43,2242,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,273,tinggi,lansia,2,1,0
25.579999999999984,2149,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,6,kecil,lansia,0,1,0
446.1,1750,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.4400000000005,127,tinggi,muda,2,2,2
147.73999999999998,1647,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.7799999999997,354,sedang,muda,1,2,2
905.2875,334,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,162,tinggi,dewasa,2,0,1
46.22999999999999,973,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,203,kecil,lansia,0,1,3
265.37,962,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,177,sedang,dewasa,1,0,3
342.57,217,Debit,Boston,Online,20.0,Student,91.0,1.0,339.15999999999985,208,tinggi,muda,2,2,1
417.26,401,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,329,tinggi,dewasa,2,0,1
33.629999999999995,2066,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,268,kecil,lansia,0,1,0
64.57999999999998,2298,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,303,kecil,lansia,0,1,0
23.230000000000018,729,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.0100000000002,211,kecil,muda,0,2,3
278.88,1824,Debit,Kansas City,Branch,64.0,Doctor,179.0,1.0,1334.0900000000001,201,sedang,lansia,1,1,2
285.49,1480,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,350,sedang,lansia,1,1,2
71.87,109,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,343,kecil,muda,0,2,1
308.8,2448,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,216,sedang,lansia,1,1,0
288.43,830,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,157,sedang,lansia,1,1,3
147.46,1903,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,307,sedang,lansia,1,1,0
214.15,2033,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,275,sedang,dewasa,1,0,0
71.34,1574,Debit,Miami,Online,49.0,Engineer,144.0,1.0,6345.03,200,kecil,lansia,0,1,2
170.36,581,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,181,sedang,dewasa,1,0,1
905.2875,2384,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999995,155,tinggi,lansia,2,1,0
736.53,852,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,195,tinggi,lansia,2,1,3
213.42,1368,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,302,sedang,dewasa,1,0,2
94.09,1695,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8500000000004,246,kecil,dewasa,0,0,2
91.23000000000005,863,,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,126,kecil,lansia,0,1,3
263.92,1362,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,259,sedang,lansia,1,1,2
77.49999999999997,944,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,112,kecil,lansia,0,1,3
3.6499999999999773,289,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,277,kecil,lansia,0,1,1
43.879999999999995,2129,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.0900000000001,118,kecil,dewasa,0,0,0
224.79,1547,Debit,Boston,Online,18.0,Student,129.0,1.0,528.3800000000001,242,sedang,muda,1,2,2
64.30000000000001,1638,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,334,kecil,lansia,0,1,2
111.79000000000002,2450,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,310,kecil,lansia,0,1,0
905.2875,543,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,237,tinggi,lansia,2,1,1
613.7,365,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,269,tinggi,lansia,2,1,1
26.069999999999993,532,Debit,Baltimore,Branch,20.0,Student,19.0,1.0,349.97999999999956,233,kecil,muda,0,2,1
170.45,37,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,174,sedang,lansia,1,1,1
344.27,1748,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3599999999997,194,tinggi,muda,2,2,2
872.72,744,Debit,Washington,Online,22.0,Student,288.0,1.0,503.0100000000002,265,tinggi,muda,2,2,3
292.95,312,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.9099999999999,289,sedang,dewasa,1,0,1
28.439999999999998,1615,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,160,kecil,muda,0,2,2
209.02,444,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.89999999999964,295,sedang,muda,1,2,1
20.05000000000001,2259,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,97,kecil,lansia,0,1,0
175.02,662,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,178,sedang,dewasa,1,0,3
89.5,1527,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,158,kecil,dewasa,0,0,2
69.95999999999998,1936,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.1199999999999,110,kecil,dewasa,0,0,0
376.78,1493,Credit,Nashville,Online,21.0,Student,88.0,1.0,841.6499999999996,86,tinggi,muda,2,2,2
148.53999999999996,2413,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,328,sedang,lansia,1,1,0
388.77,2345,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.4899999999998,281,tinggi,dewasa,2,0,0
100.38000000000002,2241,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,175,kecil,lansia,0,1,0
137.23,657,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,138,sedang,lansia,1,1,3
870.3,1593,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,151,tinggi,lansia,2,1,2
458.94,1306,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,132,tinggi,lansia,2,1,2
327.35,1800,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.0799999999999,295,sedang,muda,1,2,2
757.15,116,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,103,tinggi,lansia,2,1,1
47.22999999999999,1409,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,283,kecil,lansia,0,1,2
239.41,2054,Credit,,Online,42.0,Doctor,248.0,1.0,7860.65,56,sedang,dewasa,1,0,0
170.97,786,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,88,sedang,dewasa,1,0,3
262.43,1082,Credit,San Diego,Online,37.0,Doctor,274.0,1.0,12841.01,83,sedang,dewasa,1,0,3
659.15,200,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.5900000000001,1,tinggi,muda,2,2,1
31.529999999999973,2404,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.9300000000003,10,kecil,muda,0,2,0
111.66,1039,Credit,,Online,48.0,Engineer,140.0,1.0,5716.72,73,kecil,lansia,0,1,3
250.01,2073,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,346,sedang,lansia,1,1,0
554.15,718,Debit,Raleigh,ATM,49.0,Doctor,108.0,1.0,14817.22,347,tinggi,lansia,2,1,3
598.66,74,,Charlotte,Branch,32.0,Engineer,222.0,1.0,2587.11,317,tinggi,dewasa,2,0,1
28.379999999999995,898,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.69999999999982,153,kecil,lansia,0,1,3
16.80000000000001,2235,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,208,kecil,lansia,0,1,0
896.79,2077,Debit,Dallas,Online,33.0,Doctor,168.0,1.0,11146.74,22,tinggi,dewasa,2,0,0
